vid_dir,paired_vid_dir,output_dir
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01179/00160.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00166/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00166/00010_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00944/00135.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00944/00135_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00478/00206.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00478/00206_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01392/00167.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02268/00036_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01920/00099_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01521/00109.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02005/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00391/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00391/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00701/00092.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00701/00092_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01610/00090_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00366/00118.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00366/00118_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00518/00031.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00518/00031_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01933/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01597/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01036/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01036/00010_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id04727/00007_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01717/00005_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00476/00109.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00476/00109_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01530/00002_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01835/00130_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02051/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01691/00045_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01995/00071.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02316/00094.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02316/00094_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01856/00006_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01171/00053.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01171/00053_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02494/00050_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00475/00099.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00475/00099_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00830/00143.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00830/00143_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02316/00094.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01995/00071.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01995/00071_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02342/00191.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02296/00019_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02040/00476_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01528/00017_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02948/00298.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02948/00298_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03656/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03656/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02071/00195.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02071/00195_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04705/00408.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04705/00408_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05251/00033.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05251/00033_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04736/00083_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02808/00056.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02808/00056_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03658/00077.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03658/00077_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00359/00053_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00592/00017_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04245/00072_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02721/00424.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02721/00424_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00220/00027_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03747/00273.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03747/00273_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05235/00052_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02508/00083_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02071/00195.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02824/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02824/00130_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03569/00065.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03569/00065_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02617/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00829/00271_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00832/00078_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02721/00424.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01783/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02808/00056.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04820/00015.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04820/00015_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02824/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04540/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04540/00078_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02838/00080.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02586/00042_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02948/00298.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02838/00080.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02838/00080_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03103/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01532/00065_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03569/00065.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05231/00149.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05231/00149_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03656/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02301/00092_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03658/00077.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04055/00001.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04055/00001_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03713/00249.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04376/00181.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04376/00181_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03747/00273.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01907/00148_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04055/00001.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01661/00059_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03103/00130.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03103/00130_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01178/00028_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04376/00181.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05106/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05106/00078_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04437/00002.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04939/00174.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04939/00174_fake_sync.wav
/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04540/00078.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04547/00052.wav,/data/kyungbok/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04547/00052_fake_sync.wav
