vid_dir,text_dir,vid_output_dir
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01036/00010.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01036/00010_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01036/00010_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01076/00005.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01076/00005_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01076/00005_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01170/00021.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01170/00021_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01170/00021_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01171/00053.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01171/00053_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01171/00053_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01179/00160.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01179/00160_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01179/00160_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01207/00320_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01236/00005_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01392/00167.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01392/00167_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01392/00167_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01452/00001_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01521/00109.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01521/00109_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01521/00109_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01528/00017_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01530/00002_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01544/00044_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01597/00005_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01598/00044_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01610/00090_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01637/00002_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01691/00045_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01717/00005_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01779/00010_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01835/00130_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01856/00006_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01920/00099_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01933/00028_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01972/00078_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01995/00071.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01995/00071_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01995/00071_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02005/00052_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02040/00476_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02051/00015_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02268/00036_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02296/00019_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02316/00094.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02316/00094_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02316/00094_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02342/00191.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02342/00191_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02342/00191_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02494/00050_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id04727/00007_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00220/00027_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00359/00053_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00371/00099_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00460/00005_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00568/00384_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00577/00010_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00592/00017_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00707/00052_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00829/00271_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id00832/00078_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01178/00028_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01532/00065_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01661/00059_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01783/00015_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01838/00126_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id01907/00148_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02071/00195.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02071/00195_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02071/00195_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02301/00092_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02508/00083_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02586/00042_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02617/00028_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02721/00424.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02721/00424_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02721/00424_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02808/00056.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02808/00056_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02808/00056_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02824/00130.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02824/00130_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02824/00130_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02838/00080.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02838/00080_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02838/00080_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02948/00298.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02948/00298_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id02948/00298_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03103/00130.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03103/00130_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03103/00130_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03569/00065.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03569/00065_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03569/00065_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03656/00052.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03656/00052_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03656/00052_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03658/00077.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03658/00077_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03658/00077_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03713/00249.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03713/00249_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03713/00249_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03747/00273.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03747/00273_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03747/00273_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04055/00001.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04055/00001_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04055/00001_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04245/00072_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04374/00032_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04376/00181.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04376/00181_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04376/00181_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04437/00002.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04437/00002_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04437/00002_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04540/00078.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04540/00078_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04540/00078_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04547/00052.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04547/00052_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04547/00052_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04689/00005_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04705/00408.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04705/00408_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04705/00408_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04736/00083_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04820/00015.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04820/00015_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04820/00015_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04939/00174.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04939/00174_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04939/00174_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05106/00078.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05106/00078_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05106/00078_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05231/00149.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05231/00149_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05231/00149_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05235/00052_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05251/00033.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05251/00033_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05251/00033_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05252/00052.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05252/00052_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05252/00052_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id05980/00143_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00018/00181.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00018/00181_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00018/00181_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00020/00206.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00020/00206_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00020/00206_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00021/00010.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00021/00010_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00021/00010_fake_new.mp4
FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00029/00288.mp4,FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00029/00288_text.txt,FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00029/00288_fake_new.mp4
